"","Date","Habitat","Transect Number","Team members","Trap Station","Ground trap","Tree","Species","Distance","DBH","Comments"
"263","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","3","Both present","Q4","Hemlock",4.1,36,NA
"264","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","4","Need ground","Base","Red maple",NA,34,NA
"265","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","4","Need ground","Q1","Hemlock",3.9,8,NA
"266","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","4","Need ground","Q2","American elm",1.8,9,NA
"267","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","4","Need ground","Q3","Hemlock",3,10,NA
"268","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","4","Need ground","Q4","Hemlock",1.3,7,NA
"269","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","5","Both present","Base","Hemlock",NA,24,NA
"270","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","5","Both present","Q1","Hemlock",4,6,NA
"271","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","5","Both present","Q2","Hemlock",1.7,6,NA
"272","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","5","Both present","Q3","Hemlock",2.7,11,NA
"273","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","5","Both present","Q4","Hemlock",2,10,NA
"274","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","6","Both present","Base","Red maple",NA,27,NA
"275","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","6","Both present","Q1","Hemlock",6.1,25,NA
"276","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","6","Both present","Q2","Hemlock",2.4,17,NA
"277","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","6","Both present","Q3","Hemlock",0.5,5,NA
"278","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","6","Both present","Q4","Hemlock",2,35,NA
"279","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","7","Both present","Base","Hemlock",NA,27,NA
"280","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","7","Both present","Q1","Hemlock",0.7,7,NA
"281","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","7","Both present","Q2","Cedar",2.2,10,NA
"282","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","7","Both present","Q3","Hemlock",3.1,19,NA
"283","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","7","Both present","Q4","Hemlock",3.1,18,NA
"284","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","8","Both present","Base","Red maple",NA,32,NA
"285","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","8","Both present","Q1","Hemlock",2.7,9,NA
"286","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","8","Both present","Q2","Yellow birch",2,13,NA
"287","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","8","Both present","Q3","Hemlock",1.5,7,NA
"288","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","8","Both present","Q4","Hemlock",8.1,6,NA
"289","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","9","Both present","Base","Hemlock",NA,32,NA
"290","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","9","Both present","Q1","Red maple",3.3,43,NA
"291","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","9","Both present","Q2","Hemlock",4.6,16,NA
"292","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","9","Both present","Q3","Hemlock",2.5,25,NA
"293","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","9","Both present","Q4","Red maple",5.4,36,NA
"294","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","10","Both present","Base","Hemlock",NA,26,NA
"295","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","10","Both present","Q1","Red maple",5.4,14,NA
"296","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","10","Both present","Q2","Red maple",4.1,47,NA
"297","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","10","Both present","Q3","Red maple",4.9,22,NA
"298","9/5/18","Hemlock",2,"Abby, Donovan & Jackie","10","Both present","Q4","Red maple",3.5,32,NA
